"tagfield","liblibrarian","libopac","repeatable","mandatory","important","authorised_value","ind1_defaultvalue","ind2_defaultvalue","frameworkcode"
"883","c","Confidence value","Confidence value","0","0","0","","8","","","","","-6","HLD","","","","9999"
"883","d","Generation date","Generation date","0","0","0","","8","","","","","-6","HLD","","","","9999"
"883","q","Generation agency","Generation agency","0","0","0","","8","","","","","-6","HLD","","","","9999"
"883","u","Uniform Resource Identifier","Uniform Resource Identifier","0","0","0","","8","","","","","-6","HLD","","","","9999"
"883","w","Bibliographic record control number","Bibliographic record control number","1","0","0","","8","","","","","-6","HLD","","","","9999"
"883","x","Validity end date","Validity end date","0","0","0","","8","","","","","-6","HLD","","","","9999"
"884","a","Conversion process","Conversion process","0","0","0","","8","","","","","-6","HLD","","","","9999"
"884","g","Conversion date","Conversion date","0","0","0","","8","","","","","-6","HLD","","","","9999"
"884","k","Identifier of source metadata","Identifier of source metadata","0","0","0","","8","","","","","-6","HLD","","","","9999"
"884","q","Conversion agency","Conversion agency","0","0","0","","8","","","","","-6","HLD","","","","9999"
"884","u","Uniform Resource Identifier","Uniform Resource Identifier","1","0","0","","8","","","","","-6","HLD","","","","9999"
"942","n","Suppress in OPAC","Suppress in OPAC","0","0","0","holdings.suppress","9","","","","0","4","HLD","","","","9999"
"999","c","Koha biblionumber","Koha biblionumber","0","0","0","biblio.biblionumber","-1","","","","","-5","HLD","","","","9999"
"999","e","Koha holding_id","Koha holding_id","0","0","0","holdings.holding_id","-1","","","","","-5","HLD","","","","9999"

"#-#","#-#","#-#","#-#","#-#","#-#","#-#","#-#","#-#","#-#","#-#","#-#","#-#","#-#","#-#","#-#","#-#","#-#","#-#"

